Date,Open,High,Low,Close,Volume
21-Jan-21,133.8,139.67,133.59,136.87,"120,529,544"
22-Jan-21,136.28,139.85,135.02,139.07,"114,459,360"
25-Jan-21,143.07,145.09,136.54,142.92,"157,611,713"
26-Jan-21,143.6,144.3,141.37,143.16,"98,390,555"
27-Jan-21,143.43,144.3,140.41,142.06,"140,843,759"
28-Jan-21,139.52,141.99,136.7,137.09,"142,621,128"
29-Jan-21,135.83,136.74,130.21,131.96,"177,523,812"
1-Feb-21,133.75,135.38,130.93,134.14,"106,239,823"
2-Feb-21,135.73,136.31,134.61,134.99,"83,305,367"
3-Feb-21,135.76,135.77,133.61,133.94,"89,880,937"
4-Feb-21,136.3,137.4,134.59,137.39,"84,183,061"
5-Feb-21,137.35,137.42,135.86,136.76,"75,693,830"
8-Feb-21,136.03,136.96,134.92,136.91,"71,297,214"
9-Feb-21,136.62,137.88,135.85,136.01,"76,774,213"
10-Feb-21,136.48,136.99,134.4,135.39,"73,046,563"
11-Feb-21,135.9,136.39,133.77,135.13,"64,280,029"
12-Feb-21,134.35,135.53,133.69,135.37,"60,145,130"
16-Feb-21,135.49,136.01,132.79,133.19,"80,576,316"
17-Feb-21,131.25,132.22,129.47,130.84,"98,085,249"
18-Feb-21,129.2,130,127.41,129.71,"96,856,748"
19-Feb-21,130.24,130.71,128.8,129.87,"87,668,834"
22-Feb-21,128.01,129.72,125.6,126,"103,916,419"
23-Feb-21,123.76,126.71,118.39,125.86,"158,273,022"
24-Feb-21,124.94,125.56,122.23,125.35,"111,039,904"
25-Feb-21,124.68,126.46,120.54,120.99,"148,199,540"
26-Feb-21,122.59,124.85,121.2,121.26,"164,560,394"
1-Mar-21,123.75,127.93,122.79,127.79,"116,307,892"
2-Mar-21,128.41,128.72,125.01,125.12,"102,260,945"
3-Mar-21,124.81,125.71,121.84,122.06,"112,966,340"
4-Mar-21,121.75,123.6,118.62,120.13,"178,154,975"
5-Mar-21,120.98,121.94,117.57,121.42,"153,766,601"
8-Mar-21,120.93,121,116.21,116.36,"154,376,610"
9-Mar-21,119.03,122.06,118.79,121.09,"129,525,780"
10-Mar-21,121.69,122.17,119.45,119.98,"111,943,326"
11-Mar-21,122.54,123.21,121.26,121.96,"103,026,514"
12-Mar-21,120.4,121.17,119.16,121.03,"88,105,050"
15-Mar-21,121.41,124,120.42,123.99,"92,590,555"
16-Mar-21,125.7,127.22,124.72,125.57,"115,227,936"
17-Mar-21,124.05,125.86,122.34,124.76,"111,932,636"
18-Mar-21,122.88,123.18,120.32,120.53,"121,469,755"
19-Mar-21,119.9,121.43,119.68,119.99,"185,549,522"
22-Mar-21,120.33,123.87,120.26,123.39,"111,912,284"
23-Mar-21,123.33,124.24,122.14,122.54,"95,467,142"
24-Mar-21,122.82,122.9,120.07,120.09,"88,530,485"
25-Mar-21,119.54,121.66,119,120.59,"98,844,681"
26-Mar-21,120.35,121.48,118.92,121.21,"94,071,234"
29-Mar-21,121.65,122.58,120.73,121.39,"80,819,203"
30-Mar-21,120.11,120.4,118.86,119.9,"85,671,919"
31-Mar-21,121.65,123.52,121.15,122.15,"118,323,826"
1-Apr-21,123.66,124.18,122.49,123,"75,089,134"
5-Apr-21,123.87,126.16,123.07,125.9,"88,651,175"
6-Apr-21,126.5,127.13,125.65,126.21,"80,171,253"
7-Apr-21,125.83,127.92,125.14,127.9,"83,466,716"
8-Apr-21,128.95,130.39,128.52,130.36,"88,844,591"
9-Apr-21,129.8,133.04,129.47,133,"106,686,703"
12-Apr-21,132.52,132.85,130.63,131.24,"91,419,983"
13-Apr-21,132.44,134.66,131.93,134.43,"91,266,545"
14-Apr-21,134.94,135,131.66,132.03,"87,222,782"
15-Apr-21,133.82,135,133.64,134.5,"89,347,102"
16-Apr-21,134.3,134.67,133.28,134.16,"84,922,386"
19-Apr-21,133.51,135.47,133.34,134.84,"94,264,215"
20-Apr-21,135.02,135.53,131.81,133.11,"94,812,349"
21-Apr-21,132.36,133.75,131.3,133.5,"68,847,136"
22-Apr-21,133.04,134.15,131.41,131.94,"84,566,456"
23-Apr-21,132.16,135.12,132.16,134.32,"78,756,779"
26-Apr-21,134.83,135.06,133.56,134.72,"66,905,069"
27-Apr-21,135.01,135.41,134.11,134.39,"66,015,804"
28-Apr-21,134.31,135.02,133.08,133.58,"107,760,097"
29-Apr-21,136.47,137.07,132.45,133.48,"151,100,953"
30-Apr-21,131.78,133.56,131.07,131.46,"109,839,466"
3-May-21,132.04,134.07,131.83,132.54,"75,135,100"
4-May-21,131.19,131.49,126.7,127.85,"137,564,718"
5-May-21,129.2,130.45,127.97,128.1,"84,000,900"
6-May-21,127.89,129.75,127.13,129.74,"78,128,334"
7-May-21,130.85,131.26,129.48,130.21,"78,973,273"
10-May-21,129.41,129.54,126.81,126.85,"88,071,229"
11-May-21,123.5,126.27,122.77,125.91,"126,142,826"
12-May-21,123.4,124.64,122.25,122.77,"112,172,282"
13-May-21,124.58,126.15,124.26,124.97,"105,861,339"
14-May-21,126.25,127.89,125.85,127.45,"81,917,951"
17-May-21,126.82,126.93,125.17,126.27,"74,244,624"
18-May-21,126.56,126.99,124.78,124.85,"63,342,929"
19-May-21,123.16,124.92,122.86,124.69,"92,611,989"
20-May-21,125.23,127.72,125.1,127.31,"76,857,123"
21-May-21,127.82,128,125.21,125.43,"79,295,436"
24-May-21,126.01,127.94,125.94,127.1,"63,092,945"
25-May-21,127.82,128.32,126.32,126.9,"72,009,482"
26-May-21,126.96,127.39,126.42,126.85,"56,575,920"
27-May-21,126.44,127.64,125.08,125.28,"94,625,601"
28-May-21,125.57,125.8,124.55,124.61,"71,311,109"
1-Jun-21,125.08,125.35,123.94,124.28,"67,637,118"
2-Jun-21,124.28,125.24,124.05,125.06,"59,278,862"
3-Jun-21,124.68,124.85,123.13,123.54,"76,229,170"
4-Jun-21,124.07,126.16,123.85,125.89,"75,169,343"
7-Jun-21,126.17,126.32,124.83,125.9,"71,057,550"
8-Jun-21,126.6,128.46,126.21,126.74,"74,403,774"
9-Jun-21,127.21,127.75,126.52,127.13,"56,877,937"
10-Jun-21,127.02,128.19,125.94,126.11,"71,186,421"
11-Jun-21,126.53,127.44,126.1,127.35,"53,522,373"
14-Jun-21,127.82,130.54,127.07,130.48,"96,906,490"
15-Jun-21,129.94,130.6,129.39,129.64,"62,746,332"
16-Jun-21,130.37,130.89,128.46,130.15,"91,815,026"
17-Jun-21,129.8,132.55,129.65,131.79,"96,721,669"
18-Jun-21,130.71,131.51,130.24,130.46,"108,953,309"
21-Jun-21,130.3,132.41,129.21,132.3,"79,663,316"
22-Jun-21,132.13,134.08,131.62,133.98,"74,783,618"
23-Jun-21,133.77,134.32,133.23,133.7,"60,214,200"
24-Jun-21,134.45,134.64,132.93,133.41,"68,710,998"
25-Jun-21,133.46,133.89,132.81,133.11,"70,783,746"
28-Jun-21,133.41,135.25,133.35,134.78,"62,111,303"
29-Jun-21,134.8,136.49,134.35,136.33,"64,556,081"
30-Jun-21,136.17,137.41,135.87,136.96,"63,261,393"
1-Jul-21,136.6,137.33,135.76,137.27,"52,485,781"
2-Jul-21,137.9,140,137.75,139.96,"78,945,572"
6-Jul-21,140.07,143.15,140.07,142.02,"108,181,793"
7-Jul-21,143.54,144.89,142.66,144.57,"104,911,589"
8-Jul-21,141.58,144.06,140.67,143.24,"105,575,458"
9-Jul-21,142.75,145.65,142.65,145.11,"99,890,800"
12-Jul-21,146.21,146.32,144,144.5,"76,299,719"
13-Jul-21,144.03,147.46,143.63,145.64,"100,827,099"
14-Jul-21,148.1,149.57,147.68,149.15,"127,050,785"
15-Jul-21,149.24,150,147.09,148.48,"106,820,297"
16-Jul-21,148.46,149.76,145.88,146.39,"93,251,426"
19-Jul-21,143.75,144.07,141.67,142.45,"121,434,571"
20-Jul-21,143.46,147.1,142.96,146.15,"96,350,036"
21-Jul-21,145.53,146.13,144.63,145.4,"74,993,460"
22-Jul-21,145.94,148.2,145.81,146.8,"77,338,156"
23-Jul-21,147.55,148.72,146.92,148.56,"71,447,416"
26-Jul-21,148.27,149.83,147.7,148.99,"72,434,089"
27-Jul-21,149.12,149.21,145.55,146.77,"104,818,578"
28-Jul-21,144.81,146.97,142.54,144.98,"118,931,191"
29-Jul-21,144.69,146.55,144.58,145.64,"56,699,475"
30-Jul-21,144.38,146.33,144.11,145.86,"70,440,626"
2-Aug-21,146.36,146.95,145.25,145.52,"62,879,961"
3-Aug-21,145.81,148.04,145.18,147.36,"64,786,618"
4-Aug-21,147.27,147.79,146.28,146.95,"56,368,271"
5-Aug-21,146.98,147.84,146.17,147.06,"46,397,674"
6-Aug-21,146.35,147.11,145.63,146.14,"54,126,813"
9-Aug-21,146.2,146.7,145.52,146.09,"48,908,689"
10-Aug-21,146.44,147.71,145.3,145.6,"69,023,081"
11-Aug-21,146.05,146.72,145.53,145.86,"48,493,463"
12-Aug-21,146.19,149.05,145.84,148.89,"73,779,113"
13-Aug-21,148.97,149.44,148.27,149.1,"59,375,009"
16-Aug-21,148.54,151.19,146.47,151.12,"103,558,782"
17-Aug-21,150.23,151.68,149.09,150.19,"92,229,735"
18-Aug-21,149.8,150.72,146.15,146.36,"86,325,990"
19-Aug-21,145.03,148,144.5,146.7,"86,960,310"
20-Aug-21,147.44,148.5,146.78,148.19,"60,549,630"
23-Aug-21,148.31,150.19,147.89,149.71,"60,131,810"
24-Aug-21,149.45,150.86,149.15,149.62,"48,606,428"
25-Aug-21,149.81,150.32,147.8,148.36,"58,991,297"
26-Aug-21,148.35,149.12,147.51,147.54,"48,597,195"
27-Aug-21,147.48,148.75,146.83,148.6,"55,802,388"
30-Aug-21,149,153.49,148.61,153.12,"90,956,723"
31-Aug-21,152.66,152.8,151.29,151.83,"86,453,117"
1-Sep-21,152.83,154.98,152.34,152.51,"80,313,711"
2-Sep-21,153.87,154.72,152.4,153.65,"71,171,317"
3-Sep-21,153.76,154.63,153.09,154.3,"57,866,066"
7-Sep-21,154.97,157.26,154.39,156.69,"82,278,261"
8-Sep-21,156.98,157.04,153.98,155.11,"74,420,207"
9-Sep-21,155.49,156.11,153.95,154.07,"57,305,730"
10-Sep-21,155,155.48,148.7,148.97,"140,893,235"
13-Sep-21,150.63,151.42,148.75,149.55,"102,404,329"
14-Sep-21,150.35,151.07,146.91,148.12,"109,296,295"
15-Sep-21,148.56,149.44,146.37,149.03,"83,281,315"
16-Sep-21,148.44,148.97,147.22,148.79,"68,034,149"
17-Sep-21,148.82,148.82,145.76,146.06,"129,868,824"
20-Sep-21,143.8,144.84,141.27,142.94,"123,478,863"
21-Sep-21,143.93,144.6,142.78,143.43,"75,833,962"
22-Sep-21,144.45,146.43,143.7,145.85,"76,404,341"
23-Sep-21,146.65,147.08,145.64,146.83,"64,838,170"
24-Sep-21,145.66,147.47,145.56,146.92,"53,477,869"
27-Sep-21,145.47,145.96,143.82,145.37,"74,150,729"
28-Sep-21,143.25,144.75,141.69,141.91,"108,972,340"
29-Sep-21,142.47,144.45,142.03,142.83,"74,602,044"
30-Sep-21,143.66,144.38,141.28,141.5,"89,056,664"
1-Oct-21,141.9,142.92,139.11,142.65,"94,639,581"
4-Oct-21,141.76,142.21,138.27,139.14,"98,322,008"
5-Oct-21,139.49,142.24,139.36,141.11,"80,861,062"
6-Oct-21,139.47,142.15,138.37,142,"83,221,119"
7-Oct-21,143.06,144.22,142.72,143.29,"61,732,656"
8-Oct-21,144.03,144.18,142.56,142.9,"58,773,155"
11-Oct-21,142.27,144.81,141.81,142.81,"64,452,219"
12-Oct-21,143.23,143.25,141.04,141.51,"73,035,859"
13-Oct-21,141.24,141.4,139.2,140.91,"78,762,721"
14-Oct-21,142.11,143.88,141.51,143.76,"69,907,100"
15-Oct-21,143.77,144.9,143.51,144.84,"67,940,334"
18-Oct-21,143.45,146.84,143.16,146.55,"85,589,175"
19-Oct-21,147.01,149.17,146.55,148.76,"76,378,894"
20-Oct-21,148.7,149.75,148.12,149.26,"58,418,788"
21-Oct-21,148.81,149.64,147.87,149.48,"61,420,990"
22-Oct-21,149.69,150.18,148.64,148.69,"58,883,443"
25-Oct-21,148.68,149.37,147.62,148.64,"50,720,556"
26-Oct-21,149.33,150.84,149.01,149.32,"60,893,395"
27-Oct-21,149.36,149.73,148.49,148.85,"56,094,929"
28-Oct-21,149.82,153.17,149.72,152.57,"100,077,888"
29-Oct-21,147.22,149.94,146.41,149.8,"124,953,168"
1-Nov-21,148.99,149.7,147.8,148.96,"74,588,258"
2-Nov-21,148.66,151.57,148.65,150.02,"69,121,987"
3-Nov-21,150.39,151.97,149.82,151.49,"54,511,534"
4-Nov-21,151.58,152.43,150.64,150.96,"60,394,616"
5-Nov-21,151.89,152.2,150.06,151.28,"65,463,883"
8-Nov-21,151.41,151.57,150.16,150.44,"55,020,868"
9-Nov-21,150.2,151.43,150.06,150.81,"56,787,930"
10-Nov-21,150.02,150.13,147.85,147.92,"65,187,092"
11-Nov-21,148.96,149.43,147.68,147.87,"40,999,950"
12-Nov-21,148.43,150.4,147.48,149.99,"63,804,008"
15-Nov-21,150.37,151.88,149.43,150,"59,222,803"
16-Nov-21,149.94,151.49,149.34,151,"59,256,210"
17-Nov-21,151,155,150.99,153.49,"88,807,000"
18-Nov-21,153.71,158.67,153.05,157.87,"137,827,673"
19-Nov-21,157.65,161.02,156.53,160.55,"117,305,597"
22-Nov-21,161.68,165.7,161,161.02,"117,467,889"
23-Nov-21,161.12,161.8,159.06,161.41,"96,041,899"
24-Nov-21,160.75,162.14,159.64,161.94,"69,463,623"
26-Nov-21,159.57,160.45,156.36,156.81,"76,959,752"
29-Nov-21,159.37,161.19,158.79,160.24,"88,748,217"
30-Nov-21,159.99,165.52,159.92,165.3,"174,048,056"
1-Dec-21,167.48,170.3,164.53,164.77,"152,423,003"
2-Dec-21,158.74,164.2,157.8,163.76,"136,739,174"
3-Dec-21,164.02,164.96,159.72,161.84,"118,023,116"
6-Dec-21,164.29,167.88,164.28,165.32,"107,496,982"
7-Dec-21,169.08,171.58,168.34,171.18,"120,405,352"
8-Dec-21,172.13,175.96,170.7,175.08,"116,998,901"
9-Dec-21,174.91,176.75,173.92,174.56,"108,923,739"
10-Dec-21,175.21,179.63,174.69,179.45,"115,402,731"
13-Dec-21,181.12,182.13,175.53,175.74,"153,237,019"
14-Dec-21,175.25,177.74,172.21,174.33,"139,380,382"
15-Dec-21,175.11,179.5,172.31,179.3,"131,063,257"
16-Dec-21,179.28,181.14,170.75,172.26,"150,185,843"
17-Dec-21,169.93,173.47,169.69,171.14,"195,923,441"
20-Dec-21,168.28,170.58,167.46,169.75,"107,499,114"
21-Dec-21,171.56,173.2,169.12,172.99,"91,185,905"
22-Dec-21,173.04,175.86,172.15,175.64,"92,135,303"
23-Dec-21,175.85,176.85,175.27,176.28,"68,356,567"
27-Dec-21,177.09,180.42,177.07,180.33,"74,919,582"
28-Dec-21,180.16,181.33,178.53,179.29,"79,144,339"
29-Dec-21,179.33,180.63,178.14,179.38,"62,348,931"
30-Dec-21,179.47,180.57,178.09,178.2,"59,773,014"
31-Dec-21,178.09,179.23,177.26,177.57,"64,062,261"
3-Jan-22,177.83,182.88,177.71,182.01,"104,701,220"
4-Jan-22,182.63,182.94,179.12,179.7,"99,310,438"
5-Jan-22,179.61,180.17,174.64,174.92,"94,537,602"
6-Jan-22,172.7,175.3,171.64,172,"96,903,955"
7-Jan-22,172.89,174.14,171.03,172.17,"86,709,147"
10-Jan-22,169.08,172.5,168.17,172.19,"106,765,552"
11-Jan-22,172.32,175.18,170.82,175.08,"76,138,312"
12-Jan-22,176.12,177.18,174.82,175.53,"74,805,173"
13-Jan-22,175.78,176.62,171.79,172.19,"84,505,760"
14-Jan-22,171.34,173.78,171.09,173.07,"80,440,780"
18-Jan-22,171.51,172.54,169.41,169.8,"91,168,729"
19-Jan-22,170,171.08,165.94,166.23,"94,814,990"
20-Jan-22,166.98,169.68,164.18,164.51,"91,420,515"
21-Jan-22,164.42,166.33,162.3,162.41,"122,848,858"
24-Jan-22,160.02,162.3,154.7,161.62,"162,706,686"
25-Jan-22,158.98,162.76,157.02,159.78,"115,798,367"
