Date,Open,High,Low,Close,Volume
26-Jan-22,130.59,132.81,127.15,129.24,"1,981,544"
27-Jan-22,131.36,132.61,128.95,129.12,"1,514,251"
28-Jan-22,130,133.37,128.69,133.29,"1,525,878"
31-Jan-22,134.2,135.84,132.27,135.7,"1,702,778"
1-Feb-22,137.84,138.2,134.57,137.88,"2,560,160"
2-Feb-22,151.86,152.1,145.56,148.04,"4,487,538"
3-Feb-22,145.29,149.12,142.21,142.65,"2,846,507"
4-Feb-22,143.02,144.54,139.82,143.02,"2,461,220"
7-Feb-22,143.71,143.85,138.7,138.94,"2,230,537"
8-Feb-22,138.99,139.84,136.87,139.21,"1,712,752"
9-Feb-22,140.85,142.18,140.38,141.45,"1,431,358"
10-Feb-22,139.5,141.43,138.05,138.6,"1,650,885"
11-Feb-22,138.75,139.28,133.29,134.13,"1,940,440"
14-Feb-22,133.37,136.17,133.3,135.3,"1,339,640"
15-Feb-22,137.47,137.9,135.54,136.43,"1,328,878"
16-Feb-22,136.43,137.95,134.82,137.49,"1,280,483"
17-Feb-22,136.15,136.84,132.2,132.31,"1,548,406"
18-Feb-22,133.04,133.82,130.31,130.47,"1,592,930"
22-Feb-22,129.99,131.9,127.74,129.4,"1,945,329"
